,_id,Data Extract Date,Overdose Death Year,Overdose Death Drug Class,Overdose Death Geography Level,Overdose Death FIPS,Overdose Death Geography Name,Overdose Death Health District,Overdose Death Count,"Overdose Death Rate per 100,000 Residents",County,Latitude,Longitude
4976,4977,6/2/2025,2023,Benzodiazepine,Locality,51700,Newport News City,Peninsula,4,2.2,Newport News City,37.0867976,-76.4715359
4977,4978,6/2/2025,2024^,Cocaine,Locality,51009,Amherst County,Central Virginia,1,3.2,Amherst County,37.5997548,-79.1483701
4978,4979,6/2/2025,2024^,Cocaine,Locality,51003,Albemarle County,Blue Ridge,6,5.4,Albemarle County,38.0085107,-78.6086754
4979,4980,6/2/2025,2023,Natural and Semi-Synthetic Opioids,Locality,51600,Fairfax City,Fairfax,0,0,Fairfax City,38.847239,-77.3036133
4980,4981,6/2/2025,2023,Methadone,Locality,51036,Charles City County,Chickahominy,0,0,Charles City County,37.3705777,-77.0605098
4981,4982,6/2/2025,2021,Methadone,Locality,51740,Portsmouth City,Portsmouth,6,6.3,Portsmouth City,36.8313802,-76.3700611
4982,4983,6/2/2025,2021,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51167,Russell County,Cumberland Plateau,2,7.5,Russell County,36.9251814,-82.1147841
4983,4984,6/2/2025,2022,Benzodiazepine,Locality,51075,Goochland County,Chickahominy,0,0,Goochland County,37.7204342,-77.8837984
4984,4985,6/2/2025,2025†,Benzodiazepine,Locality,51011,Appomattox County,Central Virginia,0,0,Appomattox County,37.379893,-78.7944052
4985,4986,6/2/2025,2019,Benzodiazepine,Locality,51091,Highland County,Central Shenandoah,0,0,Highland County,38.3841897,-79.5907978
4986,4987,6/2/2025,2023,Fentanyl and Other Synthetic Opioids,Locality,51530,Buena Vista City,Central Shenandoah,0,0,Buena Vista City,37.4029991,-79.1336537
4987,4988,6/2/2025,2019,Cocaine,Locality,51595,Emporia City,Crater,0,0,Emporia City,36.6937606,-77.5357141
4988,4989,6/2/2025,2025†,All-Drug,Locality,51760,Richmond City,Richmond City,*,*,Richmond City,37.5433591,-77.4353135
4989,4990,6/2/2025,2021,Heroin,Locality,51113,Madison County,Rappahannock/Rapidan,1,7.5,Madison County,38.4114615,-78.2846634
4990,4991,6/2/2025,2020,Heroin,Locality,51660,Harrisonburg City,Central Shenandoah,0,0,Harrisonburg City,38.4459647,-78.8698623
4991,4992,6/2/2025,2024^,Any Opioids,Locality,51059,Fairfax County,Fairfax,54,4.7,Fairfax County,38.8156356,-77.2836849
4992,4993,6/2/2025,2022,Heroin,Locality,51087,Henrico County,Henrico,17,5.1,Henrico County,37.5131191,-77.3465081
4993,4994,6/2/2025,2023,Natural and Semi-Synthetic Opioids,Locality,51700,Newport News City,Peninsula,5,2.8,Newport News City,37.0867976,-76.4715359
4994,4995,6/2/2025,2021,Methadone,Locality,51057,Essex County,Three Rivers,0,0,Essex County,37.9140592,-76.9326385
4995,4996,6/2/2025,2022,Psychostimulant,Locality,51171,Shenandoah County,Lord Fairfax,3,6.8,Shenandoah County,38.856559,-78.5890893
4996,4997,6/2/2025,2023,Psychostimulant,Locality,51195,Wise County,Lenowisco,18,48.4,Wise County,37.0170633,-82.6103804
4997,4998,6/2/2025,2021,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51101,King William County,Three Rivers,2,11.3,King William County,37.6940722,-77.0690284
4998,4999,6/2/2025,2019,Fentanyl and Other Synthetic Opioids,Locality,51067,Franklin County,West Piedmont,4,7.1,Franklin County,37.0527719,-79.8813093
4999,5000,6/2/2025,2024^,Fentanyl and Other Synthetic Opioids,Locality,51049,Cumberland County,Piedmont,1,10.1,Cumberland County,37.5004191,-78.2469202
5000,5001,6/2/2025,2025†,Fentanyl and Other Synthetic Opioids,Locality,51165,Rockingham County,Central Shenandoah,0,0,Rockingham County,38.5080288,-78.8949442
5001,5002,6/2/2025,2024^,Fentanyl and Other Synthetic Opioids,Locality,51097,King and Queen County,Three Rivers,0,0,King and Queen County,37.7196754,-76.8794158
5002,5003,6/2/2025,2022,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51760,Richmond City,Richmond City,13,5.6,Richmond City,37.5433591,-77.4353135
5003,5004,6/2/2025,2021,All-Drug,Locality,51067,Franklin County,West Piedmont,26,46.3,Franklin County,37.0527719,-79.8813093
5004,5005,6/2/2025,2025†,Natural and Semi-Synthetic Opioids,Locality,51011,Appomattox County,Central Virginia,0,0,Appomattox County,37.379893,-78.7944052
5005,5006,6/2/2025,2019,Natural and Semi-Synthetic Opioids,Locality,51091,Highland County,Central Shenandoah,0,0,Highland County,38.3841897,-79.5907978
5006,5007,6/2/2025,2020,Cocaine,Locality,51710,Norfolk City,Norfolk City,28,11.5,Norfolk City,36.8585511,-76.3047394
5007,5008,6/2/2025,2022,Any Opioids,Locality,51003,Albemarle County,Blue Ridge,17,15.4,Albemarle County,38.0085107,-78.6086754
5008,5009,6/2/2025,2023,Any Opioids,Locality,51157,Rappahannock County,Rappahannock/Rapidan,1,13.8,Rappahannock County,38.6926326,-78.1495818
5009,5010,6/2/2025,2022,Any Opioids,Locality,51009,Amherst County,Central Virginia,4,12.6,Amherst County,37.5997548,-79.1483701
5010,5011,6/2/2025,2022,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51710,Norfolk City,Norfolk City,90,37.1,Norfolk City,36.8585511,-76.3047394
5011,5012,6/2/2025,2024^,Psychostimulant,Locality,51620,Franklin City,Western Tidewater,0,0,Franklin City,38.0078996,-75.3835302
5012,5013,6/2/2025,2019,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51019,Bedford County,Central Virginia,2,2.5,Bedford County,37.3123905,-79.5399003
5013,5014,6/2/2025,2025†,Methadone,Locality,51680,Lynchburg City,Central Virginia,0,0,Lynchburg City,37.4137536,-79.1422464
5014,5015,6/2/2025,2021,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51735,Poquoson City,Peninsula,1,8.2,Poquoson City,37.1218129,-76.3965063
5015,5016,6/2/2025,2023,Cocaine,Locality,51183,Sussex County,Crater,2,18.3,Sussex County,36.9096897,-77.2741121
5016,5017,6/2/2025,2021,Heroin,Locality,51115,Mathews County,Three Rivers,0,0,Mathews County,37.4481394,-76.331696
5017,5018,6/2/2025,2024^,Psychostimulant,Locality,51173,Smyth County,Mount Rogers,3,10,Smyth County,36.8440149,-81.5418453
5018,5019,6/2/2025,2023,Natural and Semi-Synthetic Opioids,Locality,51111,Lunenburg County,Piedmont,0,0,Lunenburg County,36.9445279,-78.2562001
5019,5020,6/2/2025,2025†,Any Opioids,Locality,51113,Madison County,Rappahannock/Rapidan,0,0,Madison County,38.4114615,-78.2846634
5020,5021,6/2/2025,2024^,Cocaine,Locality,51191,Washington County,Mount Rogers,0,0,Washington County,36.740236,-81.9421666
5021,5022,6/2/2025,2024^,Methadone,Locality,51107,Loudoun County,Loudoun,0,0,Loudoun County,39.0984586,-77.6705008
5022,5023,6/2/2025,2021,Benzodiazepine,Locality,51135,Nottoway County,Piedmont,0,0,Nottoway County,37.1489448,-78.0583926
5023,5024,6/2/2025,2024^,All-Drug,Locality,51093,Isle of Wight County,Western Tidewater,5,13.3,Isle of Wight County,36.8953677,-76.7248143
5024,5025,6/2/2025,2023,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51033,Caroline County,Rappahannock,11,35.6,Caroline County,38.0320305,-77.362363
5025,5026,6/2/2025,2022,Methadone,Locality,51690,Martinsville City,West Piedmont,0,0,Martinsville City,36.6909706,-79.8750387
5026,5027,6/2/2025,2024^,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51149,Prince George County,Crater,0,0,Prince George County,37.1815024,-77.2153144
5027,5028,6/2/2025,2022,Psychostimulant,Locality,51590,Danville City,Pittsylvania/Danville,1,2.5,Danville City,36.5863941,-79.3920409
5028,5029,6/2/2025,2021,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51125,Nelson County,Blue Ridge,0,0,Nelson County,37.7755351,-78.8973622
5029,5030,6/2/2025,2021,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51620,Franklin City,Western Tidewater,2,25.5,Franklin City,38.0078996,-75.3835302
5030,5031,6/2/2025,2020,Cocaine,Locality,51017,Bath County,Central Shenandoah,0,0,Bath County,38.0557255,-79.7350017
5031,5032,6/2/2025,2024^,Psychostimulant,Locality,51670,Hopewell City,Crater,1,4.5,Hopewell City,37.3103824,-77.2977788
5032,5033,6/2/2025,2022,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51179,Stafford County,Rappahannock,9,5.7,Stafford County,38.4167265,-77.4579783
5033,5034,6/2/2025,2024^,All-Drug,Locality,51191,Washington County,Mount Rogers,7,13,Washington County,36.740236,-81.9421666
5034,5035,6/2/2025,2024^,Methadone,Locality,51015,Augusta County,Central Shenandoah,1,1.3,Augusta County,38.1793809,-79.1525761
5035,5036,6/2/2025,2023,Natural and Semi-Synthetic Opioids,Locality,51025,Brunswick County,Southside,0,0,Brunswick County,36.7788996,-77.8670883
5036,5037,6/2/2025,2024^,All-Drug,Locality,51059,Fairfax County,Fairfax,83,7.2,Fairfax County,38.8156356,-77.2836849
5037,5038,6/2/2025,2019,Natural and Semi-Synthetic Opioids,Locality,51145,Powhatan County,Chesterfield,0,0,Powhatan County,37.5531622,-77.9112655
5038,5039,6/2/2025,2019,Any Opioids,Locality,51027,Buchanan County,Cumberland Plateau,2,9.5,Buchanan County,37.2600448,-82.0320334
5039,5040,6/2/2025,2022,Heroin,Locality,51730,Petersburg City,Crater,3,9.9,Petersburg City,37.2298677,-77.4052087
5040,5041,6/2/2025,2022,Benzodiazepine,Locality,51077,Grayson County,Mount Rogers,0,0,Grayson County,36.6512208,-81.2114025
5041,5042,6/2/2025,2020,All-Drug,Locality,51017,Bath County,Central Shenandoah,1,24.3,Bath County,38.0557255,-79.7350017
5042,5043,6/2/2025,2020,Natural and Semi-Synthetic Opioids,Locality,51095,James City County,Peninsula,2,2.6,James City County,37.3211485,-76.7972515
5043,5044,6/2/2025,2025†,Cocaine,Locality,51530,Buena Vista City,Central Shenandoah,0,0,Buena Vista City,37.4029991,-79.1336537
5044,5045,6/2/2025,2024^,Benzodiazepine,Locality,51085,Hanover County,Chickahominy,2,1.8,Hanover County,37.744783,-77.4464165
5045,5046,6/2/2025,2019,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51021,Bland County,Mount Rogers,0,0,Bland County,37.1312101,-81.1154109
5046,5047,6/2/2025,2019,Psychostimulant,Locality,51105,Lee County,Lenowisco,3,12.8,Lee County,36.6841272,-83.0973211
5047,5048,6/2/2025,2025†,All-Drug,Locality,51530,Buena Vista City,Central Shenandoah,0,0,Buena Vista City,37.4029991,-79.1336537
5048,5049,6/2/2025,2020,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51163,Rockbridge County,Central Shenandoah,2,8.8,Rockbridge County,37.7776,-79.4308
5049,5050,6/2/2025,2020,Benzodiazepine,Locality,51023,Botetourt County,Alleghany,0,0,Botetourt County,37.5520825,-79.8029569
5050,5051,6/2/2025,2020,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51683,Manassas City,Prince William,0,0,Manassas City,38.7615639,-77.6217121
5051,5052,6/2/2025,2025†,Heroin,Locality,51199,York County,Peninsula,0,0,York County,37.2230374,-76.5156945
5052,5053,6/2/2025,2025†,Fentanyl and Other Synthetic Opioids,Locality,51057,Essex County,Three Rivers,0,0,Essex County,37.9140592,-76.9326385
5053,5054,6/2/2025,2021,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51071,Giles County,New River,1,6,Giles County,37.3088528,-80.7098781
5054,5055,6/2/2025,2022,Natural and Semi-Synthetic Opioids,Locality,51650,Hampton City,Hampton,5,3.7,Hampton City,37.0264414,-76.3442846
5055,5056,6/2/2025,2023,Benzodiazepine,Locality,51035,Carroll County,Mount Rogers,1,3.3,Carroll County,36.7365816,-80.7439791
5056,5057,6/2/2025,2021,Benzodiazepine,Locality,51153,Prince William County,Prince William,12,2.5,Prince William County,38.7389846,-77.5536743
5057,5058,6/2/2025,2019,Heroin,Locality,51165,Rockingham County,Central Shenandoah,1,1.2,Rockingham County,38.5080288,-78.8949442
5058,5059,6/2/2025,2025†,Cocaine,Locality,51590,Danville City,Pittsylvania/Danville,0,0,Danville City,36.5863941,-79.3920409
5059,5060,6/2/2025,2019,Heroin,Locality,51800,Suffolk City,Western Tidewater,8,8.7,Suffolk City,36.7280842,-76.581348
5060,5061,6/2/2025,2020,Methadone,Locality,51049,Cumberland County,Piedmont,0,0,Cumberland County,37.5004191,-78.2469202
5061,5062,6/2/2025,2024^,Natural and Semi-Synthetic Opioids,Locality,51760,Richmond City,Richmond City,6,2.6,Richmond City,37.5433591,-77.4353135
5062,5063,6/2/2025,2019,Psychostimulant,Locality,51580,Covington City,Alleghany,1,18.1,Covington City,37.7901662,-80.0002853
5063,5064,6/2/2025,2024^,Any Opioids,Locality,51540,Charlottesville City,Blue Ridge,4,8.5,Charlottesville City,38.0298985,-78.47703
5064,5065,6/2/2025,2021,Fentanyl and Other Synthetic Opioids,Locality,51181,Surry County,Crater,0,0,Surry County,37.1118778,-76.895924
5065,5066,6/2/2025,2025†,All-Drug,Locality,51590,Danville City,Pittsylvania/Danville,0,0,Danville City,36.5863941,-79.3920409
5066,5067,6/2/2025,2020,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51107,Loudoun County,Loudoun,30,7.1,Loudoun County,39.0984586,-77.6705008
5067,5068,6/2/2025,2023,Psychostimulant,Locality,51191,Washington County,Mount Rogers,8,14.9,Washington County,36.740236,-81.9421666
5068,5069,6/2/2025,2022,Fentanyl and Other Synthetic Opioids,Locality,51157,Rappahannock County,Rappahannock/Rapidan,3,41.3,Rappahannock County,38.6926326,-78.1495818
5069,5070,6/2/2025,2022,Psychostimulant,Locality,51530,Buena Vista City,Central Shenandoah,1,15.6,Buena Vista City,37.4029991,-79.1336537
5070,5071,6/2/2025,2023,Methadone,Locality,51810,Virginia Beach City,Virginia Beach,5,1.1,Virginia Beach City,36.7804592,-76.0894987
5071,5072,6/2/2025,2023,All-Drug,Locality,51750,Radford City,New River,5,27.4,Radford City,37.130445,-80.5793077
5072,5073,6/2/2025,2025†,Cocaine,Locality,51081,Greensville County,Crater,0,0,Greensville County,36.6405713,-77.5768298
5073,5074,6/2/2025,2024^,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51007,Amelia County,Piedmont,2,15.4,Amelia County,37.3319664,-78.008448
5074,5075,6/2/2025,2022,Psychostimulant,Locality,51149,Prince George County,Crater,0,0,Prince George County,37.1815024,-77.2153144
5075,5076,6/2/2025,2019,Psychostimulant,Locality,51193,Westmoreland County,Three Rivers,2,11.1,Westmoreland County,38.1153203,-76.7567355
5076,5077,6/2/2025,2022,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51173,Smyth County,Mount Rogers,2,6.6,Smyth County,36.8440149,-81.5418453
5077,5078,6/2/2025,2022,Psychostimulant,Locality,51047,Culpeper County,Rappahannock/Rapidan,1,1.9,Culpeper County,38.4912207,-77.9618216
5078,5079,6/2/2025,2022,Methadone,Locality,51113,Madison County,Rappahannock/Rapidan,0,0,Madison County,38.4114615,-78.2846634
5079,5080,6/2/2025,2019,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51071,Giles County,New River,1,6,Giles County,37.3088528,-80.7098781
5080,5081,6/2/2025,2024^,Benzodiazepine,Locality,51147,Prince Edward County,Piedmont,1,4.3,Prince Edward County,37.2293293,-78.4628573
5081,5082,6/2/2025,2022,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51740,Portsmouth City,Portsmouth,82,86.2,Portsmouth City,36.8313802,-76.3700611
5082,5083,6/2/2025,2023,Cocaine,Locality,51013,Arlington County,Arlington,12,5,Arlington County,38.8769326,-77.0893094
5083,5084,6/2/2025,2022,Psychostimulant,Locality,51093,Isle of Wight County,Western Tidewater,1,2.7,Isle of Wight County,36.8953677,-76.7248143
5084,5085,6/2/2025,2023,Cocaine,Locality,51043,Clarke County,Lord Fairfax,0,0,Clarke County,39.119728,-77.9926448
5085,5086,6/2/2025,2020,Natural and Semi-Synthetic Opioids,Locality,51027,Buchanan County,Cumberland Plateau,2,9.7,Buchanan County,37.2600448,-82.0320334
5086,5087,6/2/2025,2024^,Psychostimulant,Locality,51179,Stafford County,Rappahannock,6,3.8,Stafford County,38.4167265,-77.4579783
5087,5088,6/2/2025,2024^,Fentanyl and Other Synthetic Opioids,Locality,51041,Chesterfield County,Chesterfield,39,10.9,Chesterfield County,37.3859982,-77.578509
5088,5089,6/2/2025,2021,Cocaine,Locality,51139,Page County,Lord Fairfax,1,4.2,Page County,38.6002354,-78.5016516
5089,5090,6/2/2025,2022,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51153,Prince William County,Prince William,4,0.8,Prince William County,38.7389846,-77.5536743
5090,5091,6/2/2025,2021,Methadone,Locality,51053,Dinwiddie County,Crater,0,0,Dinwiddie County,37.0712818,-77.6480714
5091,5092,6/2/2025,2022,Natural and Semi-Synthetic Opioids,Locality,51830,Williamsburg City,Peninsula,1,6.6,Williamsburg City,37.2752185,-76.7086408
5092,5093,6/2/2025,2023,Any Opioids,Locality,51015,Augusta County,Central Shenandoah,7,9.1,Augusta County,38.1793809,-79.1525761
5093,5094,6/2/2025,2023,All-Drug,Locality,51137,Orange County,Rappahannock/Rapidan,10,26.5,Orange County,38.2490349,-78.013983
5094,5095,6/2/2025,2023,Cocaine,Locality,51137,Orange County,Rappahannock/Rapidan,5,13.3,Orange County,38.2490349,-78.013983
5095,5096,6/2/2025,2024^,Any Opioids,Locality,51175,Southampton County,Western Tidewater,1,5.7,Southampton County,36.6959378,-77.1586002
5096,5097,6/2/2025,2025†,Any Opioids,Locality,51690,Martinsville City,West Piedmont,0,0,Martinsville City,36.6909706,-79.8750387
5097,5098,6/2/2025,2019,Any Opioids,Locality,51095,James City County,Peninsula,7,9.1,James City County,37.3211485,-76.7972515
5098,5099,6/2/2025,2020,Heroin,Locality,51036,Charles City County,Chickahominy,0,0,Charles City County,37.3705777,-77.0605098
5099,5100,6/2/2025,2021,Heroin,Locality,51035,Carroll County,Mount Rogers,2,6.7,Carroll County,36.7365816,-80.7439791
5100,5101,6/2/2025,2025†,Cocaine,Locality,51161,Roanoke County,Alleghany,0,0,Roanoke County,37.2377673,-80.0759642
5101,5102,6/2/2025,2021,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51175,Southampton County,Western Tidewater,2,11.3,Southampton County,36.6959378,-77.1586002
5102,5103,6/2/2025,2024^,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51590,Danville City,Pittsylvania/Danville,4,10,Danville City,36.5863941,-79.3920409
5103,5104,6/2/2025,2020,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51075,Goochland County,Chickahominy,5,20.5,Goochland County,37.7204342,-77.8837984
5104,5105,6/2/2025,2020,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51019,Bedford County,Central Virginia,3,3.8,Bedford County,37.3123905,-79.5399003
5105,5106,6/2/2025,2023,Psychostimulant,Locality,51520,Bristol City,Mount Rogers,5,28.9,Bristol City,36.5986958,-82.1812481
5106,5107,6/2/2025,2021,Benzodiazepine,Locality,51137,Orange County,Rappahannock/Rapidan,1,2.7,Orange County,38.2490349,-78.013983
5107,5108,6/2/2025,2024^,Natural and Semi-Synthetic Opioids,Locality,51185,Tazewell County,Cumberland Plateau,1,2.5,Tazewell County,37.1236041,-81.5684129
5108,5109,6/2/2025,2025†,Methadone,Locality,51147,Prince Edward County,Piedmont,0,0,Prince Edward County,37.2293293,-78.4628573
5109,5110,6/2/2025,2023,Natural and Semi-Synthetic Opioids,Locality,51610,Falls Church City,Fairfax,0,0,Falls Church City,38.880517,-77.1796109
5110,5111,6/2/2025,2020,Natural and Semi-Synthetic Opioids,Locality,51161,Roanoke County,Alleghany,4,4.2,Roanoke County,37.2377673,-80.0759642
5111,5112,6/2/2025,2021,Heroin,Locality,51181,Surry County,Crater,0,0,Surry County,37.1118778,-76.895924
5112,5113,6/2/2025,2019,Any Opioids,Locality,51097,King and Queen County,Three Rivers,0,0,King and Queen County,37.7196754,-76.8794158
5113,5114,6/2/2025,2024^,Natural and Semi-Synthetic Opioids,Locality,51139,Page County,Lord Fairfax,0,0,Page County,38.6002354,-78.5016516
5114,5115,6/2/2025,2023,Heroin,Locality,51049,Cumberland County,Piedmont,1,10.1,Cumberland County,37.5004191,-78.2469202
5115,5116,6/2/2025,2022,Fentanyl and Other Synthetic Opioids,Locality,51550,Chesapeake City,Chesapeake,56,22.7,Chesapeake City,36.7503719,-76.22858
5116,5117,6/2/2025,2023,Heroin,Locality,51067,Franklin County,West Piedmont,1,1.8,Franklin County,37.0527719,-79.8813093
5117,5118,6/2/2025,2021,Methadone,Locality,51680,Lynchburg City,Central Virginia,0,0,Lynchburg City,37.4137536,-79.1422464
5118,5119,6/2/2025,2024^,Any Opioids,Locality,51097,King and Queen County,Three Rivers,0,0,King and Queen County,37.7196754,-76.8794158
5119,5120,6/2/2025,2019,Natural and Semi-Synthetic Opioids,Locality,51185,Tazewell County,Cumberland Plateau,5,12.3,Tazewell County,37.1236041,-81.5684129
5120,5121,6/2/2025,2020,Methadone,Locality,51187,Warren County,Lord Fairfax,2,4.9,Warren County,38.9131907,-78.2096656
5121,5122,6/2/2025,2019,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51590,Danville City,Pittsylvania/Danville,1,2.5,Danville City,36.5863941,-79.3920409
5122,5123,6/2/2025,2021,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51045,Craig County,Alleghany,1,19.7,Craig County,37.4760225,-80.1990826
5123,5124,6/2/2025,2025†,Natural and Semi-Synthetic Opioids,Locality,51775,Salem City,Alleghany,0,0,Salem City,37.2919366,-80.0570773
5124,5125,6/2/2025,2019,Natural and Semi-Synthetic Opioids,Locality,51139,Page County,Lord Fairfax,0,0,Page County,38.6002354,-78.5016516
5125,5126,6/2/2025,2021,Benzodiazepine,Locality,51163,Rockbridge County,Central Shenandoah,0,0,Rockbridge County,37.7776,-79.4308
5126,5127,6/2/2025,2023,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51590,Danville City,Pittsylvania/Danville,19,47.7,Danville City,36.5863941,-79.3920409
5127,5128,6/2/2025,2022,Natural and Semi-Synthetic Opioids,Locality,51029,Buckingham County,Piedmont,0,0,Buckingham County,37.5558826,-78.5547172
5128,5129,6/2/2025,2022,Fentanyl and Other Synthetic Opioids,Locality,51720,Norton City,Lenowisco,0,0,Norton City,36.9332591,-82.6352237
5129,5130,6/2/2025,2020,Psychostimulant,Locality,51620,Franklin City,Western Tidewater,0,0,Franklin City,38.0078996,-75.3835302
5130,5131,6/2/2025,2021,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51141,Patrick County,West Piedmont,8,45.7,Patrick County,36.6818706,-80.284636
5131,5132,6/2/2025,2021,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51069,Frederick County,Lord Fairfax,17,18.7,Frederick County,39.2127031,-78.279166
5132,5133,6/2/2025,2023,Heroin,Locality,51520,Bristol City,Mount Rogers,0,0,Bristol City,36.5986958,-82.1812481
5133,5134,6/2/2025,2025†,All-Drug,Locality,51083,Halifax County,Southside,*,*,Halifax County,36.747244,-78.9425634
5134,5135,6/2/2025,2020,Cocaine,Locality,51510,Alexandria City,Alexandria,5,3.2,Alexandria City,38.8243417,-77.0855941
5135,5136,6/2/2025,2024^,Fentanyl and Other Synthetic Opioids,Locality,51195,Wise County,Lenowisco,5,13.4,Wise County,37.0170633,-82.6103804
5136,5137,6/2/2025,2025†,Fentanyl and Other Synthetic Opioids,Locality,51093,Isle of Wight County,Western Tidewater,0,0,Isle of Wight County,36.8953677,-76.7248143
5137,5138,6/2/2025,2023,Psychostimulant,Locality,51049,Cumberland County,Piedmont,1,10.1,Cumberland County,37.5004191,-78.2469202
5138,5139,6/2/2025,2020,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51065,Fluvanna County,Blue Ridge,2,7.3,Fluvanna County,37.8488527,-78.2789994
5139,5140,6/2/2025,2020,All-Drug,Locality,51197,Wythe County,Mount Rogers,7,24.5,Wythe County,36.9118401,-81.0639347
5140,5141,6/2/2025,2019,Heroin,Locality,51015,Augusta County,Central Shenandoah,0,0,Augusta County,38.1793809,-79.1525761
5141,5142,6/2/2025,2022,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51051,Dickenson County,Cumberland Plateau,7,49.7,Dickenson County,37.1226368,-82.359691
5142,5143,6/2/2025,2024^,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51073,Gloucester County,Three Rivers,1,2.7,Gloucester County,37.4452288,-76.5594479
5143,5144,6/2/2025,2023,Heroin,Locality,51095,James City County,Peninsula,1,1.3,James City County,37.3211485,-76.7972515
5144,5145,6/2/2025,2025†,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51063,Floyd County,New River,0,0,Floyd County,36.9157056,-80.3876889
5145,5146,6/2/2025,2023,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51087,Henrico County,Henrico,108,32.4,Henrico County,37.5131191,-77.3465081
5146,5147,6/2/2025,2024^,Methadone,Locality,51021,Bland County,Mount Rogers,0,0,Bland County,37.1312101,-81.1154109
5147,5148,6/2/2025,2019,Any Opioids,Locality,51193,Westmoreland County,Three Rivers,8,44.4,Westmoreland County,38.1153203,-76.7567355
5148,5149,6/2/2025,2021,Benzodiazepine,Locality,51790,Staunton City,Central Shenandoah,0,0,Staunton City,38.1608862,-79.0384442
5149,5150,6/2/2025,2021,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51185,Tazewell County,Cumberland Plateau,26,64.2,Tazewell County,37.1236041,-81.5684129
5150,5151,6/2/2025,2023,All-Drug,Locality,51075,Goochland County,Chickahominy,8,32.7,Goochland County,37.7204342,-77.8837984
5151,5152,6/2/2025,2021,Methadone,Locality,51081,Greensville County,Crater,0,0,Greensville County,36.6405713,-77.5768298
5152,5153,6/2/2025,2023,Psychostimulant,Locality,51015,Augusta County,Central Shenandoah,4,5.2,Augusta County,38.1793809,-79.1525761
5153,5154,6/2/2025,2019,Psychostimulant,Locality,51095,James City County,Peninsula,1,1.3,James City County,37.3211485,-76.7972515
5154,5155,6/2/2025,2024^,Cocaine,Locality,51049,Cumberland County,Piedmont,1,10.1,Cumberland County,37.5004191,-78.2469202
5155,5156,6/2/2025,2023,Natural and Semi-Synthetic Opioids,Locality,51035,Carroll County,Mount Rogers,1,3.3,Carroll County,36.7365816,-80.7439791
5156,5157,6/2/2025,2019,Heroin,Locality,51670,Hopewell City,Crater,6,26.6,Hopewell City,37.3103824,-77.2977788
5157,5158,6/2/2025,2022,Natural and Semi-Synthetic Opioids,Locality,51660,Harrisonburg City,Central Shenandoah,1,1.9,Harrisonburg City,38.4459647,-78.8698623
5158,5159,6/2/2025,2024^,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51720,Norton City,Lenowisco,1,25.1,Norton City,36.9332591,-82.6352237
5159,5160,6/2/2025,2024^,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51550,Chesapeake City,Chesapeake,32,13,Chesapeake City,36.7503719,-76.22858
5160,5161,6/2/2025,2023,Cocaine,Locality,51810,Virginia Beach City,Virginia Beach,49,10.9,Virginia Beach City,36.7804592,-76.0894987
