_id,Data Extract Date,Overdose Death Year,Overdose Death Drug Class,Overdose Death Geography Level,Overdose Death FIPS,Overdose Death Geography Name,Overdose Death Health District,Overdose Death Count,"Overdose Death Rate per 100,000 Residents"
4797,6/2/2025,2024^,Cocaine,Locality,51095,James City County,Peninsula,2,2.6
4798,6/2/2025,2024^,Benzodiazepine,Locality,51127,New Kent County,Chickahominy,0,0
4799,6/2/2025,2021,Natural and Semi-Synthetic Opioids,Locality,51530,Buena Vista City,Central Shenandoah,1,15.6
4800,6/2/2025,2023,Benzodiazepine,Locality,51145,Powhatan County,Chesterfield,0,0
4801,6/2/2025,2022,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51121,Montgomery County,New River,16,16.3
4802,6/2/2025,2020,Psychostimulant,Locality,51720,Norton City,Lenowisco,1,25.1
4803,6/2/2025,2025†,Cocaine,Locality,51169,Scott County,Lenowisco,0,0
4804,6/2/2025,2022,Benzodiazepine,Locality,51031,Campbell County,Central Virginia,2,3.6
4805,6/2/2025,2019,Cocaine,Locality,51109,Louisa County,Blue Ridge,2,5.3
4806,6/2/2025,2020,Psychostimulant,Locality,51550,Chesapeake City,Chesapeake,6,2.4
4807,6/2/2025,2024^,Natural and Semi-Synthetic Opioids,Locality,51017,Bath County,Central Shenandoah,0,0
4808,6/2/2025,2023,Cocaine,Locality,51065,Fluvanna County,Blue Ridge,3,10.9
4809,6/2/2025,2022,Heroin,Locality,51083,Halifax County,Southside,2,5.9
4810,6/2/2025,2019,Benzodiazepine,Locality,51133,Northumberland County,Three Rivers,0,0
4811,6/2/2025,2020,Natural and Semi-Synthetic Opioids,Locality,51191,Washington County,Mount Rogers,1,1.9
4812,6/2/2025,2024^,All-Drug,Locality,51095,James City County,Peninsula,6,7.7
4813,6/2/2025,2023,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51510,Alexandria City,Alexandria,16,10.1
4814,6/2/2025,2025†,Any Opioids,Locality,51037,Charlotte County,Piedmont,0,0
4815,6/2/2025,2019,Benzodiazepine,Locality,51025,Brunswick County,Southside,0,0
4816,6/2/2025,2024^,All-Drug,Locality,51520,Bristol City,Mount Rogers,3,17.3
4817,6/2/2025,2020,Benzodiazepine,Locality,51193,Westmoreland County,Three Rivers,0,0
4818,6/2/2025,2023,Heroin,Locality,51999,Unknown,Unknown,0,N/A
4819,6/2/2025,2022,Heroin,Locality,51065,Fluvanna County,Blue Ridge,3,10.9
4820,6/2/2025,2021,Benzodiazepine,Locality,51099,King George County,Rappahannock,0,0
4821,6/2/2025,2019,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51191,Washington County,Mount Rogers,4,7.4
4822,6/2/2025,2019,Cocaine,Locality,51093,Isle of Wight County,Western Tidewater,0,0
4823,6/2/2025,2020,Natural and Semi-Synthetic Opioids,Locality,51159,Richmond County,Three Rivers,0,0
4824,6/2/2025,2021,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51520,Bristol City,Mount Rogers,5,28.9
4825,6/2/2025,2020,Any Opioids,Locality,51630,Fredericksburg City,Rappahannock,13,44.1
4826,6/2/2025,2021,Natural and Semi-Synthetic Opioids,Locality,51121,Montgomery County,New River,2,2
4827,6/2/2025,2025†,Fentanyl and Other Synthetic Opioids,Locality,51079,Greene County,Blue Ridge,0,0
4828,6/2/2025,2023,Natural and Semi-Synthetic Opioids,Locality,51163,Rockbridge County,Central Shenandoah,0,0
4829,6/2/2025,2023,Heroin,Locality,51061,Fauquier County,Rappahannock/Rapidan,1,1.4
4830,6/2/2025,2025†,Fentanyl and Other Synthetic Opioids,Locality,51840,Winchester City,Lord Fairfax,0,0
4831,6/2/2025,2024^,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51157,Rappahannock County,Rappahannock/Rapidan,0,0
4832,6/2/2025,2022,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51530,Buena Vista City,Central Shenandoah,4,62.5
4833,6/2/2025,2023,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51191,Washington County,Mount Rogers,10,18.6
4834,6/2/2025,2022,Benzodiazepine,Locality,51131,Northampton County,Eastern Shore,2,17.1
4835,6/2/2025,2024^,Heroin,Locality,51169,Scott County,Lenowisco,0,0
4836,6/2/2025,2022,Psychostimulant,Locality,51075,Goochland County,Chickahominy,0,0
4837,6/2/2025,2020,Cocaine,Locality,51087,Henrico County,Henrico,26,7.8
4838,6/2/2025,2019,Psychostimulant,Locality,51710,Norfolk City,Norfolk City,6,2.5
4839,6/2/2025,2023,Cocaine,Locality,51083,Halifax County,Southside,7,20.8
4840,6/2/2025,2024^,Heroin,Locality,51187,Warren County,Lord Fairfax,1,2.5
4841,6/2/2025,2024^,Natural and Semi-Synthetic Opioids,Locality,51175,Southampton County,Western Tidewater,0,0
4842,6/2/2025,2022,Natural and Semi-Synthetic Opioids,Locality,51820,Waynesboro City,Central Shenandoah,0,0
4843,6/2/2025,2021,Natural and Semi-Synthetic Opioids,Locality,51059,Fairfax County,Fairfax,17,1.5
4844,6/2/2025,2020,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51740,Portsmouth City,Portsmouth,11,11.6
4845,6/2/2025,2019,Benzodiazepine,Locality,51035,Carroll County,Mount Rogers,0,0
4846,6/2/2025,2022,Psychostimulant,Locality,51640,Galax City,Mount Rogers,0,0
4847,6/2/2025,2019,All-Drug,Locality,51750,Radford City,New River,1,5.5
4848,6/2/2025,2019,Psychostimulant,Locality,51191,Washington County,Mount Rogers,3,5.6
4849,6/2/2025,2025†,Heroin,Locality,51680,Lynchburg City,Central Virginia,0,0
4850,6/2/2025,2024^,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51135,Nottoway County,Piedmont,1,6.6
4851,6/2/2025,2025†,Heroin,Locality,51101,King William County,Three Rivers,0,0
4852,6/2/2025,2021,Fentanyl and Other Synthetic Opioids,Locality,51750,Radford City,New River,1,5.5
4853,6/2/2025,2020,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51173,Smyth County,Mount Rogers,2,6.6
4854,6/2/2025,2020,Heroin,Locality,51053,Dinwiddie County,Crater,2,7
4855,6/2/2025,2023,Psychostimulant,Locality,51580,Covington City,Alleghany,3,53.2
4856,6/2/2025,2023,Heroin,Locality,51165,Rockingham County,Central Shenandoah,0,0
4857,6/2/2025,2023,Heroin,Locality,51800,Suffolk City,Western Tidewater,3,3.2
4858,6/2/2025,2019,Methadone,Locality,51810,Virginia Beach City,Virginia Beach,1,0.2
4859,6/2/2025,2021,Cocaine,Locality,51103,Lancaster County,Three Rivers,3,28.3
4860,6/2/2025,2025†,Psychostimulant,Locality,51003,Albemarle County,Blue Ridge,0,0
4861,6/2/2025,2022,Heroin,Locality,51031,Campbell County,Central Virginia,1,1.8
4862,6/2/2025,2023,Heroin,Locality,51145,Powhatan County,Chesterfield,0,0
4863,6/2/2025,2019,Fentanyl and Other Synthetic Opioids,Locality,51155,Pulaski County,New River,1,2.9
4864,6/2/2025,2022,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51079,Greene County,Blue Ridge,2,9.9
4865,6/2/2025,2022,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51840,Winchester City,Lord Fairfax,0,0
4866,6/2/2025,2024^,Methadone,Locality,51131,Northampton County,Eastern Shore,0,0
4867,6/2/2025,2022,Benzodiazepine,Locality,51083,Halifax County,Southside,1,3
4868,6/2/2025,2022,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51133,Northumberland County,Three Rivers,2,16.6
4869,6/2/2025,2024^,Fentanyl and Other Synthetic Opioids,Locality,51800,Suffolk City,Western Tidewater,9,9.6
4870,6/2/2025,2023,Natural and Semi-Synthetic Opioids,Locality,51047,Culpeper County,Rappahannock/Rapidan,3,5.6
4871,6/2/2025,2019,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51510,Alexandria City,Alexandria,3,1.9
4872,6/2/2025,2022,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51660,Harrisonburg City,Central Shenandoah,7,13.2
4873,6/2/2025,2019,Benzodiazepine,Locality,51121,Montgomery County,New River,1,1
4874,6/2/2025,2019,Natural and Semi-Synthetic Opioids,Locality,51099,King George County,Rappahannock,2,7.5
4875,6/2/2025,2021,All-Drug,Locality,51155,Pulaski County,New River,21,61.9
4876,6/2/2025,2023,Psychostimulant,Locality,51830,Williamsburg City,Peninsula,0,0
4877,6/2/2025,2025†,Psychostimulant,Locality,51009,Amherst County,Central Virginia,0,0
4878,6/2/2025,2021,Psychostimulant,Locality,51027,Buchanan County,Cumberland Plateau,4,19.4
4879,6/2/2025,2022,Fentanyl and Other Synthetic Opioids,Locality,51101,King William County,Three Rivers,2,11.3
4880,6/2/2025,2025†,Natural and Semi-Synthetic Opioids,Locality,51181,Surry County,Crater,0,0
4881,6/2/2025,2025†,Methadone,Locality,51159,Richmond County,Three Rivers,0,0
4882,6/2/2025,2019,Heroin,Locality,51025,Brunswick County,Southside,2,12.3
4883,6/2/2025,2024^,Heroin,Locality,51127,New Kent County,Chickahominy,0,0
4884,6/2/2025,2022,Natural and Semi-Synthetic Opioids,Locality,51089,Henry County,West Piedmont,4,8
4885,6/2/2025,2021,Natural and Semi-Synthetic Opioids,Locality,51107,Loudoun County,Loudoun,11,2.6
4886,6/2/2025,2022,Any Opioids,Locality,51683,Manassas City,Prince William,10,24.5
4887,6/2/2025,2020,Heroin,Locality,51700,Newport News City,Peninsula,18,10.1
4888,6/2/2025,2024^,All-Drug,Locality,51165,Rockingham County,Central Shenandoah,7,8.5
4889,6/2/2025,2020,Cocaine,Locality,51199,York County,Peninsula,6,8.7
4890,6/2/2025,2025†,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51820,Waynesboro City,Central Shenandoah,0,0
4891,6/2/2025,2024^,Benzodiazepine,Locality,51013,Arlington County,Arlington,5,2.1
4892,6/2/2025,2020,Heroin,Locality,51081,Greensville County,Crater,0,0
4893,6/2/2025,2021,Benzodiazepine,Locality,51610,Falls Church City,Fairfax,1,6.8
4894,6/2/2025,2022,Benzodiazepine,Locality,51161,Roanoke County,Alleghany,2,2.1
4895,6/2/2025,2021,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51183,Sussex County,Crater,1,9.2
4896,6/2/2025,2022,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51750,Radford City,New River,5,27.4
4897,6/2/2025,2023,Any Opioids,Locality,51071,Giles County,New River,4,24
4898,6/2/2025,2023,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51650,Hampton City,Hampton,40,29.5
4899,6/2/2025,2023,Cocaine,Locality,51147,Prince Edward County,Piedmont,3,13
4900,6/2/2025,2020,Psychostimulant,Locality,51770,Roanoke City,Roanoke City,34,34.3
4901,6/2/2025,2022,Benzodiazepine,Locality,51113,Madison County,Rappahannock/Rapidan,0,0
4902,6/2/2025,2020,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51810,Virginia Beach City,Virginia Beach,24,5.3
4903,6/2/2025,2023,Fentanyl and Other Synthetic Opioids,Locality,51173,Smyth County,Mount Rogers,8,26.6
4904,6/2/2025,2024^,Benzodiazepine,Locality,51043,Clarke County,Lord Fairfax,0,0
4905,6/2/2025,2021,Benzodiazepine,Locality,51530,Buena Vista City,Central Shenandoah,0,0
4906,6/2/2025,2020,Benzodiazepine,Locality,51109,Louisa County,Blue Ridge,0,0
4907,6/2/2025,2022,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51099,King George County,Rappahannock,8,29.2
4908,6/2/2025,2023,Any Opioids,Locality,51163,Rockbridge County,Central Shenandoah,1,4.4
4909,6/2/2025,2020,Benzodiazepine,Locality,51191,Washington County,Mount Rogers,1,1.9
4910,6/2/2025,2024^,Benzodiazepine,Locality,51017,Bath County,Central Shenandoah,0,0
4911,6/2/2025,2019,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51193,Westmoreland County,Three Rivers,3,16.7
4912,6/2/2025,2019,Fentanyl and Other Synthetic Opioids,Locality,51107,Loudoun County,Loudoun,20,4.8
4913,6/2/2025,2019,Natural and Semi-Synthetic Opioids,Locality,51133,Northumberland County,Three Rivers,0,0
4914,6/2/2025,2020,Cocaine,Locality,51025,Brunswick County,Southside,1,6.2
4915,6/2/2025,2023,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51193,Westmoreland County,Three Rivers,9,49.6
4916,6/2/2025,2023,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51520,Bristol City,Mount Rogers,1,5.8
4917,6/2/2025,2025†,Heroin,Locality,51063,Floyd County,New River,0,0
4918,6/2/2025,2025†,Benzodiazepine,Locality,51157,Rappahannock County,Rappahannock/Rapidan,0,0
4919,6/2/2025,2021,Benzodiazepine,Locality,51595,Emporia City,Crater,0,0
4920,6/2/2025,2023,Natural and Semi-Synthetic Opioids,Locality,51670,Hopewell City,Crater,0,0
4921,6/2/2025,2023,Methadone,Locality,51093,Isle of Wight County,Western Tidewater,0,0
4922,6/2/2025,2020,Psychostimulant,Locality,51019,Bedford County,Central Virginia,8,10
4923,6/2/2025,2023,Methadone,Locality,51085,Hanover County,Chickahominy,3,2.8
4924,6/2/2025,2024^,Psychostimulant,Locality,51111,Lunenburg County,Piedmont,0,0
4925,6/2/2025,2021,Fentanyl and Other Synthetic Opioids,Locality,51700,Newport News City,Peninsula,58,32.4
4926,6/2/2025,2021,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51131,Northampton County,Eastern Shore,4,34.3
4927,6/2/2025,2022,Psychostimulant,Locality,51153,Prince William County,Prince William,4,0.8
4928,6/2/2025,2022,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51047,Culpeper County,Rappahannock/Rapidan,4,7.5
4929,6/2/2025,2025†,Methadone,Locality,51077,Grayson County,Mount Rogers,0,0
4930,6/2/2025,2019,Fentanyl and Other Synthetic Opioids,Locality,51119,Middlesex County,Three Rivers,1,9.5
4931,6/2/2025,2020,Fentanyl and Other Synthetic Opioids,Locality,51125,Nelson County,Blue Ridge,1,6.8
4932,6/2/2025,2025†,Cocaine,Locality,51077,Grayson County,Mount Rogers,0,0
4933,6/2/2025,2019,Any Opioids,Locality,51033,Caroline County,Rappahannock,4,13
4934,6/2/2025,2024^,Natural and Semi-Synthetic Opioids,Locality,51109,Louisa County,Blue Ridge,1,2.6
4935,6/2/2025,2023,Cocaine,Locality,51133,Northumberland County,Three Rivers,1,8.3
4936,6/2/2025,2020,Fentanyl and Other Synthetic Opioids,Locality,51735,Poquoson City,Peninsula,4,32.6
4937,6/2/2025,2022,Benzodiazepine,Locality,51690,Martinsville City,West Piedmont,0,0
4938,6/2/2025,2021,All-Drug,Locality,51119,Middlesex County,Three Rivers,5,47.3
4939,6/2/2025,2023,All-Drug,Locality,51730,Petersburg City,Crater,35,115
4940,6/2/2025,2024^,Natural and Semi-Synthetic Opioids,Locality,51053,Dinwiddie County,Crater,1,3.5
4941,6/2/2025,2020,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51540,Charlottesville City,Blue Ridge,2,4.3
4942,6/2/2025,2025†,Fentanyl and Other Synthetic Opioids,Locality,51149,Prince George County,Crater,0,0
4943,6/2/2025,2025†,Heroin,Locality,51059,Fairfax County,Fairfax,0,0
4944,6/2/2025,2023,Fentanyl and Other Synthetic Opioids,Locality,51179,Stafford County,Rappahannock,25,15.9
4945,6/2/2025,2022,Psychostimulant,Locality,51165,Rockingham County,Central Shenandoah,6,7.3
4946,6/2/2025,2024^,Benzodiazepine,Locality,51015,Augusta County,Central Shenandoah,0,0
4947,6/2/2025,2023,Cocaine,Locality,51085,Hanover County,Chickahominy,12,11.1
4948,6/2/2025,2020,Methadone,Locality,51025,Brunswick County,Southside,0,0
4949,6/2/2025,2023,Any Opioids,Locality,51021,Bland County,Mount Rogers,1,16
4950,6/2/2025,2023,Any Opioids,Locality,51087,Henrico County,Henrico,108,32.4
4951,6/2/2025,2023,All-Drug,Locality,51133,Northumberland County,Three Rivers,2,16.6
4952,6/2/2025,2024^,Heroin,Locality,51005,Alleghany County,Alleghany,0,0
4953,6/2/2025,2023,Psychostimulant,Locality,51685,Manassas Park City,Prince William,0,0
4954,6/2/2025,2023,Psychostimulant,Locality,51820,Waynesboro City,Central Shenandoah,4,17.6
4955,6/2/2025,2020,Cocaine,Locality,51690,Martinsville City,West Piedmont,1,8.1
4956,6/2/2025,2020,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51121,Montgomery County,New River,2,2
4957,6/2/2025,2022,Natural and Semi-Synthetic Opioids,Locality,51023,Botetourt County,Alleghany,2,5.9
4958,6/2/2025,2025†,Psychostimulant,Locality,51053,Dinwiddie County,Crater,0,0
4959,6/2/2025,2024^,Fentanyl and Other Synthetic Opioids,Locality,51520,Bristol City,Mount Rogers,2,11.5
4960,6/2/2025,2019,Natural and Semi-Synthetic Opioids,Locality,51530,Buena Vista City,Central Shenandoah,0,0
4961,6/2/2025,2021,Benzodiazepine,Locality,51133,Northumberland County,Three Rivers,1,8.3
4962,6/2/2025,2022,Methadone,Locality,51017,Bath County,Central Shenandoah,0,0
4963,6/2/2025,2020,Any Opioids,Locality,51155,Pulaski County,New River,8,23.6
4964,6/2/2025,2020,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51079,Greene County,Blue Ridge,3,14.9
4965,6/2/2025,2021,Cocaine,Locality,51109,Louisa County,Blue Ridge,4,10.5
4966,6/2/2025,2023,Heroin,Locality,51041,Chesterfield County,Chesterfield,7,2
4967,6/2/2025,2021,Benzodiazepine,Locality,51025,Brunswick County,Southside,0,0
4968,6/2/2025,2020,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51840,Winchester City,Lord Fairfax,15,54.2
4969,6/2/2025,2020,Natural and Semi-Synthetic Opioids,Locality,51077,Grayson County,Mount Rogers,0,0
4970,6/2/2025,2020,All-Drug,Locality,51690,Martinsville City,West Piedmont,11,89
4971,6/2/2025,2023,Heroin,Locality,51195,Wise County,Lenowisco,0,0
4972,6/2/2025,2023,Benzodiazepine,Locality,51660,Harrisonburg City,Central Shenandoah,1,1.9
4973,6/2/2025,2022,Fentanyl and Other Synthetic Opioids,Locality,51191,Washington County,Mount Rogers,11,20.5
4974,6/2/2025,2022,Cocaine,Locality,51175,Southampton County,Western Tidewater,1,5.7
4975,6/2/2025,2022,Natural and Semi-Synthetic Opioids,Locality,51750,Radford City,New River,1,5.5
4976,6/2/2025,2019,Benzodiazepine,Locality,51710,Norfolk City,Norfolk City,5,2.1
4977,6/2/2025,2023,Benzodiazepine,Locality,51700,Newport News City,Peninsula,4,2.2
4978,6/2/2025,2024^,Cocaine,Locality,51009,Amherst County,Central Virginia,1,3.2
4979,6/2/2025,2024^,Cocaine,Locality,51003,Albemarle County,Blue Ridge,6,5.4
4980,6/2/2025,2023,Natural and Semi-Synthetic Opioids,Locality,51600,Fairfax City,Fairfax,0,0
4981,6/2/2025,2023,Methadone,Locality,51036,Charles City County,Chickahominy,0,0
4982,6/2/2025,2021,Methadone,Locality,51740,Portsmouth City,Portsmouth,6,6.3
4983,6/2/2025,2021,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51167,Russell County,Cumberland Plateau,2,7.5
4984,6/2/2025,2022,Benzodiazepine,Locality,51075,Goochland County,Chickahominy,0,0
4985,6/2/2025,2025†,Benzodiazepine,Locality,51011,Appomattox County,Central Virginia,0,0
4986,6/2/2025,2019,Benzodiazepine,Locality,51091,Highland County,Central Shenandoah,0,0
4987,6/2/2025,2023,Fentanyl and Other Synthetic Opioids,Locality,51530,Buena Vista City,Central Shenandoah,0,0
4988,6/2/2025,2019,Cocaine,Locality,51595,Emporia City,Crater,0,0
4989,6/2/2025,2025†,All-Drug,Locality,51760,Richmond City,Richmond City,*,*
4990,6/2/2025,2021,Heroin,Locality,51113,Madison County,Rappahannock/Rapidan,1,7.5
4991,6/2/2025,2020,Heroin,Locality,51660,Harrisonburg City,Central Shenandoah,0,0
4992,6/2/2025,2024^,Any Opioids,Locality,51059,Fairfax County,Fairfax,54,4.7
4993,6/2/2025,2022,Heroin,Locality,51087,Henrico County,Henrico,17,5.1
4994,6/2/2025,2023,Natural and Semi-Synthetic Opioids,Locality,51700,Newport News City,Peninsula,5,2.8
4995,6/2/2025,2021,Methadone,Locality,51057,Essex County,Three Rivers,0,0
4996,6/2/2025,2022,Psychostimulant,Locality,51171,Shenandoah County,Lord Fairfax,3,6.8
4997,6/2/2025,2023,Psychostimulant,Locality,51195,Wise County,Lenowisco,18,48.4
4998,6/2/2025,2021,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51101,King William County,Three Rivers,2,11.3
4999,6/2/2025,2019,Fentanyl and Other Synthetic Opioids,Locality,51067,Franklin County,West Piedmont,4,7.1
5000,6/2/2025,2024^,Fentanyl and Other Synthetic Opioids,Locality,51049,Cumberland County,Piedmont,1,10.1
5001,6/2/2025,2025†,Fentanyl and Other Synthetic Opioids,Locality,51165,Rockingham County,Central Shenandoah,0,0
5002,6/2/2025,2024^,Fentanyl and Other Synthetic Opioids,Locality,51097,King and Queen County,Three Rivers,0,0
5003,6/2/2025,2022,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51760,Richmond City,Richmond City,13,5.6
5004,6/2/2025,2021,All-Drug,Locality,51067,Franklin County,West Piedmont,26,46.3
5005,6/2/2025,2025†,Natural and Semi-Synthetic Opioids,Locality,51011,Appomattox County,Central Virginia,0,0
5006,6/2/2025,2019,Natural and Semi-Synthetic Opioids,Locality,51091,Highland County,Central Shenandoah,0,0
5007,6/2/2025,2020,Cocaine,Locality,51710,Norfolk City,Norfolk City,28,11.5
5008,6/2/2025,2022,Any Opioids,Locality,51003,Albemarle County,Blue Ridge,17,15.4
5009,6/2/2025,2023,Any Opioids,Locality,51157,Rappahannock County,Rappahannock/Rapidan,1,13.8
5010,6/2/2025,2022,Any Opioids,Locality,51009,Amherst County,Central Virginia,4,12.6
5011,6/2/2025,2022,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51710,Norfolk City,Norfolk City,90,37.1
5012,6/2/2025,2024^,Psychostimulant,Locality,51620,Franklin City,Western Tidewater,0,0
5013,6/2/2025,2019,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51019,Bedford County,Central Virginia,2,2.5
5014,6/2/2025,2025†,Methadone,Locality,51680,Lynchburg City,Central Virginia,0,0
5015,6/2/2025,2021,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51735,Poquoson City,Peninsula,1,8.2
5016,6/2/2025,2023,Cocaine,Locality,51183,Sussex County,Crater,2,18.3
5017,6/2/2025,2021,Heroin,Locality,51115,Mathews County,Three Rivers,0,0
5018,6/2/2025,2024^,Psychostimulant,Locality,51173,Smyth County,Mount Rogers,3,10
5019,6/2/2025,2023,Natural and Semi-Synthetic Opioids,Locality,51111,Lunenburg County,Piedmont,0,0
5020,6/2/2025,2025†,Any Opioids,Locality,51113,Madison County,Rappahannock/Rapidan,0,0
5021,6/2/2025,2024^,Cocaine,Locality,51191,Washington County,Mount Rogers,0,0
5022,6/2/2025,2024^,Methadone,Locality,51107,Loudoun County,Loudoun,0,0
5023,6/2/2025,2021,Benzodiazepine,Locality,51135,Nottoway County,Piedmont,0,0
5024,6/2/2025,2024^,All-Drug,Locality,51093,Isle of Wight County,Western Tidewater,5,13.3
5025,6/2/2025,2023,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51033,Caroline County,Rappahannock,11,35.6
5026,6/2/2025,2022,Methadone,Locality,51690,Martinsville City,West Piedmont,0,0
5027,6/2/2025,2024^,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51149,Prince George County,Crater,0,0
5028,6/2/2025,2022,Psychostimulant,Locality,51590,Danville City,Pittsylvania/Danville,1,2.5
5029,6/2/2025,2021,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51125,Nelson County,Blue Ridge,0,0
5030,6/2/2025,2021,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51620,Franklin City,Western Tidewater,2,25.5
5031,6/2/2025,2020,Cocaine,Locality,51017,Bath County,Central Shenandoah,0,0
5032,6/2/2025,2024^,Psychostimulant,Locality,51670,Hopewell City,Crater,1,4.5
5033,6/2/2025,2022,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51179,Stafford County,Rappahannock,9,5.7
5034,6/2/2025,2024^,All-Drug,Locality,51191,Washington County,Mount Rogers,7,13
5035,6/2/2025,2024^,Methadone,Locality,51015,Augusta County,Central Shenandoah,1,1.3
5036,6/2/2025,2023,Natural and Semi-Synthetic Opioids,Locality,51025,Brunswick County,Southside,0,0
5037,6/2/2025,2024^,All-Drug,Locality,51059,Fairfax County,Fairfax,83,7.2
5038,6/2/2025,2019,Natural and Semi-Synthetic Opioids,Locality,51145,Powhatan County,Chesterfield,0,0
5039,6/2/2025,2019,Any Opioids,Locality,51027,Buchanan County,Cumberland Plateau,2,9.5
5040,6/2/2025,2022,Heroin,Locality,51730,Petersburg City,Crater,3,9.9
5041,6/2/2025,2022,Benzodiazepine,Locality,51077,Grayson County,Mount Rogers,0,0
5042,6/2/2025,2020,All-Drug,Locality,51017,Bath County,Central Shenandoah,1,24.3
5043,6/2/2025,2020,Natural and Semi-Synthetic Opioids,Locality,51095,James City County,Peninsula,2,2.6
5044,6/2/2025,2025†,Cocaine,Locality,51530,Buena Vista City,Central Shenandoah,0,0
5045,6/2/2025,2024^,Benzodiazepine,Locality,51085,Hanover County,Chickahominy,2,1.8
5046,6/2/2025,2019,"Natural, Semi-Synthetic and Synthetic Opioids",Locality,51021,Bland County,Mount Rogers,0,0
5047,6/2/2025,2019,Psychostimulant,Locality,51105,Lee County,Lenowisco,3,12.8
5048,6/2/2025,2025†,All-Drug,Locality,51530,Buena Vista City,Central Shenandoah,0,0
5049,6/2/2025,2020,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51163,Rockbridge County,Central Shenandoah,2,8.8
5050,6/2/2025,2020,Benzodiazepine,Locality,51023,Botetourt County,Alleghany,0,0
5051,6/2/2025,2020,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51683,Manassas City,Prince William,0,0
5052,6/2/2025,2025†,Heroin,Locality,51199,York County,Peninsula,0,0
5053,6/2/2025,2025†,Fentanyl and Other Synthetic Opioids,Locality,51057,Essex County,Three Rivers,0,0
5054,6/2/2025,2021,"Prescription Pain Relievers: Natural, Semi-Synthetic and Methadone",Locality,51071,Giles County,New River,1,6
5055,6/2/2025,2022,Natural and Semi-Synthetic Opioids,Locality,51650,Hampton City,Hampton,5,3.7
5056,6/2/2025,2023,Benzodiazepine,Locality,51035,Carroll County,Mount Rogers,1,3.3
5057,6/2/2025,2021,Benzodiazepine,Locality,51153,Prince William County,Prince William,12,2.5
5058,6/2/2025,2019,Heroin,Locality,51165,Rockingham County,Central Shenandoah,1,1.2
5059,6/2/2025,2025†,Cocaine,Locality,51590,Danville City,Pittsylvania/Danville,0,0
5060,6/2/2025,2019,Heroin,Locality,51800,Suffolk City,Western Tidewater,8,8.7
5061,6/2/2025,2020,Methadone,Locality,51049,Cumberland County,Piedmont,0,0
5062,6/2/2025,2024^,Natural and Semi-Synthetic Opioids,Locality,51760,Richmond City,Richmond City,6,2.6
5063,6/2/2025,2019,Psychostimulant,Locality,51580,Covington City,Alleghany,1,18.1
5064,6/2/2025,2024^,Any Opioids,Locality,51540,Charlottesville City,Blue Ridge,4,8.5
